gene	log2FoldChange	pvalue
11-Sep	-0.055423654	0.817417362
RPL18	-0.055441697	0.688823717
CWC15	-0.055444263	0.780789133
ENO1	-0.055496564	0.492882243
NCBP1	-0.055561314	0.657030469
DCPS	-0.055645326	0.867835868
DYNLT3	-0.055652816	0.879460473
ENC1	-0.055759974	0.825216144
CHAF1B	-0.056206891	0.82712701
EIF4G2	-0.056559769	0.548709482
CLIP2	-0.056682859	0.877852872
WARS	-0.056706181	0.765961857
MORC3	-0.05678568	0.780458888
NME2	-0.057019311	0.449955674
MAP4	-0.057133084	0.580513951
SLC25A5	-0.05717155	0.821227458
TRAM1	-0.057172075	0.940777311
DHRS1	-0.057251385	0.827108173
DNAJC3	-0.057301129	0.659188269
TUBG1;TUBG2	-0.057483005	0.563834422
KIF5B	-0.057722629	0.646602895
MAP4K4	-0.057725922	0.621166323
RABGEF1	-0.058113843	0.640233072
SEC61B	-0.058355293	0.61214535
BUD31	-0.05836214	0.854638166
GATAD2A	-0.058369602	0.662995766
DHX32	-0.058611592	0.798661657
TXNDC5	-0.058915442	0.740091836
CAST	-0.058930687	0.656440832
RPS13	-0.059044114	0.758050261
CYCS	-0.059055829	0.738019513
NUDT4;NUDT11;NUDT10	-0.059060151	0.852648394
ITPA	-0.059140295	0.608428639
USP5	-0.059334761	0.581965793
RAPH1	-0.059372345	0.792703199
MYO1E	-0.059452588	0.710368625
UBE3C	-0.059542338	0.645237617
CFL2	-0.059619978	0.689114795
HLA-B	-0.059624077	0.917876617
EIF4E2	-0.059882791	0.849175321
IRF2BP2	-0.059922388	0.769663153
SARM1	-0.059969798	0.854814583
9-Sep	-0.059997374	0.65907744
PSME4	-0.060053275	0.715027862
TMEM165	-0.060236916	0.750226651
PI4K2A	-0.060294936	0.648921121
TMX1	-0.06063415	0.727691112
USP10	-0.060893646	0.714003753
USP24	-0.060955592	0.641773176
PITPNA	-0.061021021	0.545094991
PFDN4	-0.06123078	0.83943747
MYADM	-0.061345884	0.88127418
ABCF2	-0.061465423	0.630723061
HMMR	-0.061498874	0.76257991
RNF40	-0.061771444	0.788502178
SLC25A4	-0.061856155	0.86300237
KCTD5	-0.062142772	0.68148272
PSME3	-0.062168235	0.706923222
DCK	-0.06223889	0.42285154
UBQLN1	-0.062239791	0.722630854
CDK5RAP1	-0.062380625	0.806758912
BCLAF1	-0.062459052	0.686062135
PEA15	-0.062695752	0.833742276
BDH2	-0.062827406	0.476211308
PFDN6	-0.062878935	0.562891378
CLTA	-0.062956225	0.646981007
TBCA	-0.06302954	0.772890398
ARHGAP29	-0.063080201	0.702409535
LMNB1	-0.063188308	0.806597586
PUM2	-0.063438589	0.922685346
GEMIN4	-0.063610348	0.641665128
C1orf123	-0.063633492	0.7324393
EIF4A3	-0.063648515	0.774381345
PLAA	-0.064353309	0.545251145
ATG7	-0.064594457	0.70423497
NUDCD1	-0.06469548	0.49320347
HERC2	-0.064795787	0.618937728
RPS26;RPS26P11	-0.064808661	0.779205023
PIH1D1	-0.064856217	0.640195256
CBX5	-0.064867218	0.717979217
RRAGA;RRAGB	-0.064935881	0.867422748
RBM3	-0.065023159	0.821563784
INTS7	-0.065344515	0.829073384
LCT	-0.065383546	0.733849074
RAB7A	-0.065396616	0.561488203
DNAH5	-0.065403634	0.746039954
HCFC1	-0.065426074	0.799506769
NUP188	-0.065461742	0.689262171
MAT2B	-0.065759938	0.683295427
AP2S1	-0.06606475	0.665211868
PACSIN3	-0.066073753	0.897839333
SNAP29	-0.06614618	0.628327989
HNRNPR	-0.066184455	0.568039355
AASS	-0.066259809	0.860805842
ETFDH	-0.066358521	0.759746318
TTPAL	-0.066432634	0.904246274
EXOSC1	-0.066446431	0.602389186
NONO	-0.066529159	0.815644502
PTBP1	-0.06662669	0.649912914
SPC25	-0.066691415	0.779759159
PVRL2	-0.066915921	0.748495348
SCO2	-0.067158831	0.848349404
NCOA5	-0.067193625	0.597738325
MFF	-0.067351701	0.636289544
LIN7C;LIN7A	-0.067426542	0.471889392
MPST	-0.067495612	0.793586294
KANK2	-0.067534948	0.660826112
ALDH16A1	-0.067726371	0.541764909
ATP6V1G1	-0.0677364	0.772418045
PMVK	-0.067879385	0.728878361
TUBGCP2	-0.067922853	0.589084971
MMGT1	-0.067937315	0.734147947
U2AF2	-0.0680503	0.648682124
TBC1D22A	-0.068062837	0.80309629
SOAT1	-0.068165281	0.742795626
PLP2	-0.068279724	0.795697909
AKAP8	-0.068314512	0.853653541
ASH2L	-0.068393335	0.810128201
EPS8	-0.068454863	0.538907374
VAPB	-0.068539106	0.561832685
FUS	-0.068729477	0.797777859
PHACTR4	-0.069030471	0.769139776
BAP18	-0.069244216	0.623117191
GFM1	-0.069279104	0.794595283
VAT1	-0.069385948	0.691060323
LMAN1	-0.06946216	0.630244421
RPL28	-0.06953187	0.67264649
WDR37	-0.069830711	0.986622039
USP15	-0.069971197	0.596478655
DDX3X;DDX3Y	-0.070068085	0.503301906
PLEC	-0.070522994	0.705610435
BUB1B	-0.070594038	0.837209864
PACS1	-0.070617315	0.982500126
NDUFA6	-0.070791152	0.784026252
RANGRF	-0.070805355	0.805738127
SUCLA2	-0.070879509	0.74835969
WNT5A	-0.071248343	0.865800733
ASMTL	-0.071287793	0.751288334
CNOT1	-0.071423222	0.293521817
FAM65A	-0.071599088	0.789993823
LIMA1	-0.071723593	0.734191388
ITGA5	-0.07182185	0.688331607
DHTKD1	-0.071866351	0.825869691
LEMD3	-0.071957367	0.65754653
ISOC1	-0.071964072	0.706717159
WDR18	-0.072056596	0.784129225
RBM7	-0.072066985	0.668763559
VPS4A	-0.072502615	0.704824543
P4HTM	-0.072588025	0.457622686
METAP1	-0.072589012	0.33948267
GMPS	-0.072684699	0.670512876
SOD2	-0.07285677	0.931287034
RAB32	-0.072861254	0.694807076
M6PR	-0.0728727	0.722066875
VASN	-0.072987848	0.798950374
GCLC	-0.073305189	0.912447633
MRPL37	-0.07331511	0.388007652
CENPH	-0.073695212	0.732833021
METTL9	-0.073747542	0.784454154
TUFM	-0.07390837	0.526970333
WDR12	-0.074130512	0.861869042
DSP	-0.074170894	0.714088443
SIRT3	-0.074230674	0.985779231
NT5C3A	-0.074542007	0.505074172
DST	-0.074591212	0.69078332
WDR77	-0.074706242	0.476096607
ATXN2	-0.074882512	0.74882095
IDE	-0.074996271	0.43718614
RASA1	-0.075100588	0.671992062
SAFB2	-0.075231166	0.713675617
DDX46	-0.075286978	0.696724366
NEXN	-0.075699969	0.272369582
NARS2	-0.075710597	0.748792758
DCTN1	-0.075913742	0.702506048
C10orf76	-0.076140379	0.751854746
SMAP	-0.076257094	0.873459808
PGAM5	-0.076348706	0.594584806
DNAJB12	-0.076390574	0.795078373
SORD	-0.076405799	0.809550917
ATP2B1	-0.076647184	0.872608059
DNAJC2	-0.076802167	0.627549945
XRCC5	-0.076858246	0.533820358
BASP1	-0.076991539	0.68270274
CYB5A	-0.077274832	0.766293052
SEC62	-0.077467689	0.541876224
SLC7A1	-0.077682638	0.725177143
TJP2	-0.078047541	0.715935511
PSAT1	-0.078170917	0.704364687
PAK1	-0.078335691	0.797792302
MAN2B1	-0.078392288	0.694594591
EIF3B	-0.078553642	0.589448648
RPLP1	-0.078568962	0.560779125
MASTL	-0.078620794	0.733226376
MTCH2	-0.078748727	0.613364183
EIF1AX;EIF1AY	-0.078856095	0.739363289
TRMT6	-0.079201755	0.653331245
ZC2HC1A	-0.079378744	0.810592164
CACUL1	-0.079415623	0.714470322
CDKN2A;CDKN2B	-0.079670288	0.718470961
NPLOC4	-0.079722639	0.622543768
SNRNP40	-0.079766966	0.653671781
LRCH3	-0.079805341	0.722411417
PAICS	-0.07994904	0.709362018
LARS2	-0.079991921	0.843311904
FNDC3A	-0.08007438	0.743880184
EIF3H	-0.080914924	0.666962944
DLG5	-0.08099495	0.688544111
PRRC2A	-0.081004826	0.434661035
GNAQ	-0.081033279	0.282175703
RPS27A;UBA52;UBB;UBC	-0.081054792	0.466586998
AUP1	-0.081199234	0.734927828
PAPSS2	-0.081245714	0.831106124
TKT	-0.081741557	0.6001736
FKBP15	-0.081871706	0.366138087
STRAP	-0.081901734	0.580423428
TOP1	-0.081939885	0.719509285
OPTN	-0.082118051	0.845788775
TPR	-0.082174138	0.740951093
EFTUD2	-0.082221792	0.398012786
HGH1	-0.082460492	0.736796865
FCHSD2	-0.082575021	0.76491316
PTDSS2	-0.082605584	0.834904253
CHORDC1	-0.082644347	0.757217616
LXN	-0.08271949	0.853556927
IK	-0.08284717	0.805225976
ANP32E	-0.082862559	0.714943807
DARS2	-0.082950017	0.623625275
RANBP2	-0.083035292	0.687955672
WDR1	-0.083258157	0.427972223
MED1	-0.083639468	0.756314639
DDX50	-0.083835683	0.783942842
NUMA1	-0.084212757	0.72892814
AP1S1	-0.084303555	0.432316054
PSD3	-0.084702875	0.291241362
NAPG	-0.084873534	0.7587583
CCZ1;CCZ1B	-0.084969195	0.86936157
SRSF7	-0.085056318	0.490964241
SND1	-0.085209111	0.258477066
U2SURP	-0.085330181	0.700864937
EIF4H	-0.085366952	0.600376611
ATG5	-0.085491896	0.5895459
SF3B5	-0.085926722	0.628291694
BIN1	-0.086491078	0.7292195
MPRIP	-0.086628659	0.649233326
PTPRJ	-0.086817331	0.819314718
C4orf27	-0.087013646	0.671866429
MSH2	-0.087270579	0.767163865
SWAP70	-0.08734663	0.379156533
CCDC93	-0.087508294	0.856616993
H1FX	-0.087556122	0.977155019
FKBP2	-0.087696355	0.44824212
GBP1	-0.087920099	0.81877003
PMPCB	-0.087950435	0.500710805
PLCB3	-0.088001471	0.680547741
SLC35F6	-0.088190855	0.78925819
API5	-0.088392523	0.306507966
NOP58	-0.088482932	0.43403588
ARFGAP2	-0.088485241	0.567932835
STX4	-0.08855804	0.422859019
MIPEP	-0.088604567	0.67971044
ECI1	-0.088785568	0.565418506
FAM120A	-0.088818823	0.558883207
RBBP7	-0.088909186	0.544077326
SRSF2	-0.089197982	0.749910389
MRPL12	-0.089295617	0.483602059
MAK16	-0.089332747	0.76049679
ZNF24	-0.089778981	0.693592206
SNRPD2	-0.089905916	0.749664509
MYL6	-0.089911291	0.520922977
MTA2	-0.089967359	0.595103533
NDUFV1	-0.090182706	0.363631018
NDUFB7	-0.090449368	0.777335167
TM9SF3	-0.090522457	0.630978562
POLD2	-0.090711981	0.755414545
MCM5	-0.090842457	0.7282771
GAS6	-0.090857371	0.982594397
NAE1	-0.090884813	0.305033272
NXF1	-0.09103218	0.545496964
RBM25	-0.091135063	0.395221797
DFFA	-0.091182514	0.498413484
FAM195B	-0.091302	0.786616889
GRB2	-0.09133941	0.276473397
HTRA2	-0.091368158	0.682748777
CTGF	-0.091589994	0.920432891
MTHFD2	-0.091617921	0.461831359
IGFBP7	-0.091670327	0.836487955
NLE1	-0.091684553	0.982435913
YWHAH	-0.092041316	0.630077755
PRMT3	-0.092425443	0.461367423
PPP2R4	-0.09244163	0.34498166
FSCN1	-0.092544951	0.597620116
GLRX3	-0.093080893	0.669054015
ARL2	-0.093193674	0.775217961
SDF4	-0.093301994	0.624109111
HSPD1	-0.093336648	0.441670622
WDR44	-0.093417153	0.770263518
RAB21	-0.093444976	0.745986642
TFB2M	-0.093598796	0.586247938
CLIC4	-0.093721458	0.593496155
PDPR	-0.093918019	0.733241605
RPA2	-0.094068236	0.700791144
POP1	-0.094265279	0.478051254
RPS6KA4	-0.094849109	0.60443088
UBA6	-0.095235399	0.47024524
KIFC1	-0.095378554	0.682727156
OPA1	-0.095410314	0.393577767
B2M	-0.095478003	0.716635086
SUGT1	-0.095514824	0.586265486
SLC16A1	-0.09574705	0.561276691
SMU1	-0.095887025	0.49489637
GPC6	-0.096408876	0.974641858
MRPL57	-0.09643142	0.428460268
LAMTOR1	-0.096553706	0.29970879
CAMSAP1	-0.096581187	0.411991064
HNRNPLL	-0.096669083	0.614704699
PRPF31	-0.096875981	0.551168408
ERP29	-0.09699424	0.602598953
DUS2	-0.097029335	0.645754333
BICD2	-0.097085611	0.375365027
LRWD1	-0.09720496	0.683174046
CGGBP1	-0.097323412	0.789483817
NFKB1	-0.097369868	0.746961255
FAM107B	-0.0973817	0.772194023
RPS18	-0.097535686	0.435715308
ERGIC3	-0.097604616	0.452977611
CFDP1	-0.097747213	0.65570135
RABGGTB	-0.09785079	0.603999623
NUP214	-0.098011481	0.513074034
SMARCC2	-0.098217509	0.711449002
APOOL	-0.098228537	0.541585982
MYL12A;MYL12B	-0.098498721	0.668403569
LIMCH1	-0.098564206	0.767509165
CMPK1	-0.098649777	0.397591304
APBB1IP	-0.09895687	0.829538984
PTPN14	-0.099428341	0.627375422
CNOT3	-0.099468983	0.770293842
BZW1	-0.099615215	0.446513216
MRPL44	-0.100610836	0.740553302
KIRREL	-0.100683105	0.509919448
MAGED1	-0.100803138	0.747050841
GGA1	-0.10094737	0.973271273
RAD50	-0.101240952	0.780703081
CA13	-0.101364567	0.57851648
MLLT4	-0.101418278	0.688649124
TM9SF1	-0.101506491	0.633751696
PTBP3	-0.101744838	0.669687436
ZFPL1	-0.101977297	0.728072469
OGT	-0.101994237	0.568399182
RPL36A	-0.102053508	0.550375827
SPAG7	-0.102062272	0.611017762
STRCP1;STRC	-0.10212319	0.676860512
GPN1	-0.102249903	0.611578145
POLD3	-0.102309398	0.980400956
MRPS18C	-0.102312747	0.74043506
PAK2	-0.102377764	0.433020631
MAPKAPK3	-0.102633968	0.776198029
STRN	-0.102748716	0.498250359
RCC1	-0.10277107	0.736376225
SLC12A2	-0.102780811	0.973233112
ANKLE2	-0.102880061	0.276848793
BRCC3	-0.102891252	0.361020112
KIAA1598	-0.102909344	0.655112621
RPS21	-0.102972527	0.844233842
QKI	-0.103078561	0.494212157
RPS12	-0.103136468	0.523753409
MSH3	-0.103349812	0.822110615
PLCG1	-0.103360185	0.327680081
DLG1	-0.103443443	0.667009002
LAMB1	-0.10398589	0.533550539
ST13;ST13P4;ST13P5	-0.104096143	0.422307116
FMNL3	-0.104177199	0.60125868
DNAJC9	-0.104198157	0.759828243
ARFGEF1	-0.104214468	0.619008649
HNRNPA3	-0.104325222	0.503439716
ASNSD1	-0.104579562	0.830242945
NUDCD2	-0.104580783	0.525223338
NELFE	-0.104723767	0.659392139
IFIT1	-0.104724984	0.81666209
LASP1	-0.104955989	0.639700516
MLF2	-0.105025647	0.526938613
MAGT1	-0.105139639	0.979858825
U2AF1;U2AF1L4	-0.10522665	0.347023037
HMGCL	-0.105301081	0.74928414
RAN	-0.105562796	0.581567788
BAZ1A	-0.105607966	0.877356122
DDX42	-0.105731159	0.402470627
YIF1A	-0.1060259	0.405076993
KPNA4	-0.106315226	0.399402417
TMUB2	-0.106318131	0.720883254
CAV1	-0.106425639	0.546394464
TOR3A	-0.107725623	0.712060308
GRWD1	-0.107749205	0.69744121
HNRNPA1;HNRNPA1L2	-0.107760672	0.590329762
SNX21	-0.108061873	0.717719885
METTL3	-0.10838739	0.702440471
PTRF	-0.108542629	0.571194618
POLR1A	-0.108768906	0.591150964
SORT1	-0.108805054	0.971933824
AK3	-0.108898666	0.686982536
GOLGA3	-0.109862658	0.408911416
SLC25A6	-0.110325942	0.254842115
SPECC1	-0.110441571	0.610791925
PPM1B	-0.110550301	0.614535097
RPL26	-0.110640643	0.442286268
MTHFD1	-0.110941934	0.380804783
PAIP1	-0.111050704	0.590716905
TEX264	-0.111362489	0.851142942
GMPPB	-0.11139193	0.393528416
CAPN2	-0.111488867	0.31953029
ZYX	-0.111642665	0.531104043
HSPA9	-0.11195231	0.455547222
PPIF	-0.11204555	0.70511725
ALYREF	-0.112126959	0.69650245
C1orf198	-0.112182168	0.869871589
NAA20	-0.112498999	0.789059831
SNX1	-0.112679496	0.354079033
AHCTF1	-0.112791143	0.38177926
HNRNPC;HNRNPCL4;HNRNPCL1;HNRNPCL3;HNRNPCL2	-0.112900117	0.544414091
UQCC1	-0.112978888	0.812551512
TPP2	-0.113070815	0.454806586
RUFY1	-0.113101035	0.734461206
NEK7	-0.113315166	0.692176402
APOA1BP	-0.113325932	0.624887458
C7orf50	-0.113455945	0.692822989
HSDL2	-0.113722139	0.60194761
KPNA2	-0.113749297	0.338020211
HNRNPH1	-0.11430624	0.325755112
SART1	-0.114405908	0.661752538
EIF4E	-0.114917007	0.365559955
SUPT5H	-0.115137696	0.560403264
TST	-0.115322666	0.413895703
EPS8L2	-0.115517872	0.785178109
EPG5	-0.115520715	0.781080875
ALG9	-0.115569857	0.781211612
NUP62	-0.115574051	0.458343732
LAMC1	-0.115828528	0.691323813
PAPSS1	-0.115996664	0.283787861
CDC123	-0.116010085	0.813023967
NR2F2	-0.11611714	0.671233522
HM13	-0.116160591	0.473056738
AMPD2	-0.116296042	0.512111449
NR3C1	-0.116308253	0.418094187
ORMDL2	-0.116353119	0.504387975
TNFRSF10B	-0.116457421	0.857251397
VCL	-0.116700719	0.300973652
TMEM87B	-0.116956286	0.71182534
CCDC47	-0.117033202	0.37203254
RPL21	-0.117369647	0.517573894
TBCE	-0.117643307	0.549783831
ACTN4	-0.117909939	0.413514836
FDXR	-0.117940405	0.852539302
RPL14	-0.118007856	0.258147757
GLB1	-0.118065811	0.464654139
ERAL1	-0.118394264	0.734414526
HNRNPDL	-0.118427018	0.388607088
SEC31A	-0.118439916	0.525260008
HNRNPA0	-0.118874678	0.450652968
GCLM	-0.119024818	0.346697543
XRCC4	-0.119070885	0.759320003
POLR3D	-0.11928919	0.680806557
SUMO2;SUMO4	-0.119589626	0.674869975
EIF6	-0.119697593	0.365490884
YBX1	-0.119723464	0.36283633
PRKDC	-0.119888983	0.32570313
FBXL15	-0.120923497	0.815412648
GM2A	-0.121023642	0.689405501
RBM12	-0.121321065	0.421457249
CAPZA2	-0.121418394	0.512036123
CSNK1A1;CSNK1A1L	-0.121483543	0.319300551
UPF2	-0.12166156	0.687512784
FEN1	-0.12172638	0.58181509
RAE1	-0.122015439	0.496817058
AAGAB	-0.122262702	0.673767385
TOP2A	-0.122298407	0.673041348
VRK2	-0.122550264	0.598815054
SPATS2	-0.122613991	0.265541613
THY1	-0.122842548	0.741258861
EFHD2	-0.123300617	0.615626072
SBF1	-0.123444815	0.562860076
ARFGAP1	-0.123498758	0.626666991
LMNB2	-0.123648203	0.420324201
RANGAP1	-0.123822077	0.602590967
FBLIM1	-0.123985747	0.60173467
NASP	-0.124105784	0.51152046
IQGAP3	-0.124409273	0.324948951
GOLPH3	-0.124559272	0.648637917
SFXN3	-0.124598285	0.659649034
COPS7B	-0.124672734	0.698882138
SSSCA1	-0.124869874	0.547150595
UBXN1	-0.124871817	0.479803272
MED18	-0.125402132	0.738074979
DNM2	-0.125423336	0.366172701
COMMD8	-0.125648479	0.643383913
CBX1	-0.125684521	0.515665727
RPS10	-0.125697023	0.497607451
GLG1	-0.125707239	0.367619273
DRG1	-0.125817162	0.488179281
SGPL1	-0.126642021	0.658579892
CAT	-0.126757701	0.310790192
SYVN1	-0.126813655	0.967121991
DDX20	-0.127097942	0.472008779
RPL31	-0.127375003	0.458114042
PREB	-0.127610905	0.711382584
NBAS	-0.127780491	0.536582491
SMC2	-0.127787469	0.592498292
PRCP	-0.127797642	0.490042429
DCTN3	-0.127810275	0.382902981
AK1	-0.127849719	0.483997163
AIM1	-0.127938098	0.398025154
WDR43	-0.127984921	0.276083333
DCTN2	-0.128024778	0.296342669
ABI2	-0.128068261	0.462735292
FMR1	-0.1284411	0.49582209
AHCY	-0.128495348	0.325342932
GRAMD1A	-0.128511031	0.29747333
VIM	-0.128644932	0.382900889
DCTPP1	-0.128714904	0.452604213
PPP3CB	-0.128880896	0.623060675
PPP6R2	-0.128936459	0.615646907
KIAA1524	-0.128939174	0.685622959
GLS	-0.129716924	0.5615601
PIP5K1A	-0.129857121	0.692397684
CPA4	-0.129991369	0.563644726
PDLIM5	-0.129992204	0.447698306
DPP9	-0.130480863	0.643309874
NFU1	-0.13073438	0.509986336
PRDM6	-0.130784461	0.719367606
OSTC	-0.130870049	0.422939482
RPL38	-0.130890025	0.565712007
HLCS	-0.131067581	0.601035359
STC2	-0.131247507	0.788188629
EBNA1BP2	-0.131654027	0.646104232
RPS11	-0.131675312	0.425961187
KIDINS220	-0.131766346	0.283469761
BSDC1	-0.131813644	0.310738425
NUP107	-0.131866704	0.444835953
NPC1	-0.131929298	0.485399096
PLEKHA5	-0.132011647	0.559530461
TMED1	-0.132240693	0.649557999
AIFM2	-0.132381549	0.621340254
UFD1L	-0.132510848	0.721095904
ERCC2	-0.132511349	0.497555671
CXorf22	-0.132517208	0.801076242
SPPL2A	-0.132656909	0.575253738
PREPL	-0.132755704	0.681988061
HNRNPU	-0.132773568	0.282468283
RPLP2	-0.132863705	0.394900729
TOR1B	-0.133050454	0.568968648
EIF5A;EIF5AL1	-0.133150285	0.678259932
MCM6	-0.13325903	0.586696771
BRD2	-0.133865087	0.46216227
OXCT1	-0.134110313	0.484335882
ATP13A3	-0.134185995	0.66214816
BCR	-0.134514911	0.700617082
RHOG	-0.134531225	0.519416223
RHOT2	-0.134634207	0.396952623
FGF2	-0.135006499	0.789021104
SLFN5	-0.135332974	0.633017625
TXNDC9	-0.135431187	0.476234716
SF3A3	-0.135439656	0.401340568
PLD3	-0.135967908	0.816438327
EEF2K	-0.136003333	0.621839684
ZMYM3	-0.136335708	0.617187327
MESDC2	-0.136513532	0.420548932
RTCB	-0.136858648	0.50645067
LRRC40	-0.137087452	0.767815111
ESYT1	-0.137087614	0.282845952
CAD	-0.137456163	0.378356811
NMT2	-0.137682402	0.548608841
SNTB2	-0.137930112	0.461523946
TJP1	-0.137981849	0.32007102
PLAUR	-0.138059365	0.84465917
ABHD12	-0.138204255	0.483566147
NSUN5;NSUN5P2	-0.138258752	0.702431569
URB2	-0.138348337	0.295292213
DUSP23	-0.138637182	0.67395823
LANCL1	-0.138686424	0.600272611
CSTF2T	-0.138789551	0.618623061
SMYD2	-0.138897007	0.586410721
MRPS27	-0.138915964	0.436792502
FHL1	-0.13936091	0.890640584
GDAP1	-0.139502767	0.75267005
BYSL	-0.139768876	0.347436039
RBM17	-0.140043487	0.764864406
PABPN1	-0.140221177	0.541436571
PDS5B	-0.140304729	0.622324627
DHX9	-0.140419416	0.46800291
CDK1	-0.141400908	0.632982091
AAK1	-0.141456823	0.607113703
FTH1	-0.141607033	0.442884038
POLR2I	-0.141758847	0.671285983
THG1L	-0.141773909	0.725127543
PARP1	-0.142000609	0.40040232
NLN	-0.142387698	0.58957552
MPHOSPH8	-0.142463448	0.589594274
FKBP5	-0.142582492	0.530283081
CKS2	-0.1426089	0.596791322
ATP6V0A1	-0.142729639	0.452676959
SARS2	-0.142942578	0.537006732
RNF114	-0.143193152	0.354964058
SORBS3	-0.143394495	0.607842805
TRA2B	-0.143600443	0.572241232
DBN1	-0.14360631	0.520745016
KRT1	-0.143999075	0.816572466
NUDT15	-0.144254975	0.423888126
PALLD	-0.144448032	0.536925456
YTHDC2	-0.144629078	0.972296696
LRPAP1	-0.145010494	0.344388909
SPCS2	-0.145081046	0.427079894
JUP	-0.145243582	0.685028321
EIF5	-0.145282393	0.574474196
VWA9	-0.145290338	0.352189507
NUPL2	-0.145348017	0.428059864
TSC2	-0.145600054	0.395245508
SLC44A2	-0.145701875	0.485818384
TNRC6B	-0.146054653	0.445147974
UQCC2	-0.146249375	0.428185189
SRSF10;SRSF12	-0.146313712	0.435128336
MPZL1	-0.146990907	0.35030396
AQR	-0.147117729	0.405982179
GNAI2	-0.147190735	0.367878052
TOX4	-0.147201812	0.43585657
HNRNPA2B1	-0.147739038	0.399168463
PPP2CA	-0.148416977	0.6392366
MVK	-0.148508945	0.339839784
PRPS1	-0.148715824	0.731451797
PRRC2B	-0.149091175	0.57610585
LUC7L3	-0.149482446	0.472297573
AARS2	-0.149561079	0.587438797
PPDPF	-0.150710458	0.770053668
ASF1A	-0.150815741	0.433358981
EDIL3	-0.150996954	0.659813656
ARMC1	-0.151356851	0.643813805
RFTN1	-0.151420473	0.701363069
DPYSL3	-0.151869278	0.701163023
SRSF11	-0.151903891	0.393338163
NAV2	-0.152032859	0.260327729
STON2	-0.15213941	0.62182599
LCLAT1	-0.152590015	0.446579802
PON2	-0.152771374	0.603860788
HIST1H4A	-0.153063554	0.613964721
HMGN4	-0.153307758	0.254065395
PBK	-0.153503839	0.647507312
CD276	-0.153553626	0.345636289
HSPE1	-0.153619241	0.362562134
RAC1;RAC2	-0.153797475	0.520800222
KHSRP	-0.153934483	0.423327359
TMX2	-0.154150627	0.445013009
EOGT	-0.154380089	0.664809246
NCL	-0.15440933	0.449893344
SMC1A	-0.154457482	0.548793445
CD274	-0.154478003	0.290483863
SMTN	-0.15460259	0.498462677
PNO1	-0.154642672	0.651865249
RNF126	-0.154761012	0.687615529
SYNE2	-0.154856687	0.663083752
CPNE1	-0.154969474	0.403911671
DDAH1	-0.155336539	0.753013894
ISG15	-0.155412191	0.444948094
NAP1L1	-0.155580226	0.318690797
TNFAIP2	-0.15563915	0.453366364
SMARCC1	-0.155662394	0.579111307
ZRANB2	-0.15568613	0.67440456
NIP7	-0.155949336	0.58326948
QSOX2	-0.156163007	0.468188221
OS9	-0.15626861	0.283178957
ACOX1	-0.156293854	0.635213021
NOLC1	-0.156357375	0.301076136
SEMA7A	-0.156687064	0.562479736
APP	-0.157483032	0.580615481
TMEM87A	-0.1581273	0.669071017
BLOC1S2	-0.158177886	0.668867373
COA7	-0.158262633	0.657163446
RDH11	-0.158362564	0.350636663
LSM8	-0.159270339	0.598565136
TANGO6	-0.159388048	0.62188171
TACC1	-0.159608129	0.681338696
PARP14	-0.159984732	0.969356847
ANP32A	-0.160100618	0.432372181
PTRHD1	-0.160120889	0.429752087
NHP2L1	-0.160394172	0.436380729
TIMM10	-0.160749963	0.589140421
AKAP13	-0.160760914	0.599737639
RPA1	-0.161021721	0.447034386
MMP2	-0.161150306	0.825201727
TRAPPC1	-0.161947645	0.414070425
STMN2	-0.161959887	0.519397752
CYFIP1	-0.162290264	0.288349145
KDM1A	-0.162595989	0.448097981
LYRM4	-0.162633298	0.579874052
REXO2	-0.163116178	0.267579999
ANXA1	-0.163263334	0.56622026
CDC42	-0.163495617	0.484293757
TIA1	-0.163735637	0.378163542
CYB5R3	-0.164014701	0.500664469
PPM1G	-0.164152874	0.318520922
XRCC1	-0.1641933	0.620480537
INF2	-0.164272305	0.406473719
PITHD1	-0.1642963	0.445038427
CCDC124	-0.164394132	0.469598426
POLR2H	-0.16442744	0.362372571
NDUFAF1	-0.164475056	0.52301493
ECE1	-0.165332742	0.465966666
FAM49B	-0.165523038	0.294802637
EPHA2	-0.166000059	0.303465146
ENSA	-0.166242469	0.283601894
MSH6	-0.166955605	0.293833356
LEO1	-0.166985106	0.330947961
PSMB8	-0.167181231	0.567214877
TELO2	-0.167433862	0.608807856
MICU1	-0.167479751	0.427551312
DSTN	-0.167901169	0.398257477
NKRF	-0.167962206	0.620487324
LINC00597	-0.168003887	0.254596068
HPS6	-0.168156688	0.592130292
MAN2A1	-0.168339562	0.561397527
SAE1	-0.168445854	0.44838309
XRCC6	-0.168658111	0.324478976
DNER	-0.168663126	0.955555613
DDR2	-0.168682976	0.390874
MYO18A	-0.168762925	0.279646083
NDRG3	-0.169154758	0.640734387
EMC7	-0.169284856	0.489540996
RPF1	-0.170290438	0.276870765
TRMT1L	-0.170389572	0.552614261
BPGM	-0.170435976	0.553338767
VEPH1	-0.170443353	0.532704779
CCAR2	-0.170546439	0.454684586
RAB5C	-0.170905738	0.332127434
CPSF1	-0.171271372	0.429293861
ANO6	-0.17338017	0.476336288
SSH1	-0.174404867	0.6547209
HMGN2;HMGN3	-0.174838698	0.547376175
CNP	-0.174917835	0.304505073
DEK	-0.17549427	0.563857904
ELMOD2	-0.175511228	0.701103562
